case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3107780,48-176802,2019-WTW-5126-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.547035,32.996754
3107203,48-176028,2019-WTW-9778-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.573753,32.908379
3107086,48-176787,2019-WTW-5125-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.541466,32.990330
3105974,48-176824,2019-WTW-5159-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.497322,33.037949
3105808,48-176953,2019-WTW-5153-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.529419,33.036476
3106322,48-178029,2019-WTW-5137-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.562805,33.008827
3109606,48-178209,2019-WTW-9766-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.512550,33.007847
3106560,48-176356,2019-WTW-5100-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.584991,32.892651
3109462,48-178558,2019-WTW-5132-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,8/2/2022,Digital Globe,-100.590485,33.002434
3107006,48-176178,2019-WTW-9772-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.576866,32.888893
3106155,48-176218,2019-WTW-5176-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.549484,33.081413
3106135,48-176643,2019-WTW-5119-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.533318,32.964725
3106798,48-176366,2019-WTW-5090-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.594597,32.873859
3107553,48-176829,2019-WTW-9770-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.569756,32.987488
3106482,48-176320,2019-WTW-5173-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.532227,33.068638
3110756,48-178599,2019-WTW-5134-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.580658,33.005310
3108146,48-176111,2019-WTW-9777-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.589005,32.908207
3106676,48-176659,2019-WTW-5157-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.506714,33.042706
3109006,48-178222,2019-WTW-9761-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.546936,33.027866
3108313,48-175997,2019-WTW-5113-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.567993,32.913265
3107782,48-176229,2019-WTW-5104-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.565102,32.892357
3105936,48-176136,2019-WTW-5182-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.545479,33.091476
3106185,48-176827,2019-WTW-5097-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.594116,32.900860
3108090,48-177891,2019-WTW-5146-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.525459,33.021782
3106796,48-176196,2019-WTW-9774-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.570221,32.894642
3106735,48-176219,2019-WTW-5093-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.602150,32.894596
3107048,48-176785,2019-WTW-5168-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.498978,33.049362
3107556,48-176365,2019-WTW-5164-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.522934,33.051708
3108364,48-176021,2019-WTW-5109-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.578781,32.904091
3107993,48-176433,2019-WTW-5118-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.529404,32.960987
3107784,48-176318,2019-WTW-5091-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.587402,32.875156
3106448,48-175995,2019-WTW-5111-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.574860,32.918213
3108168,48-176031,2019-WTW-9779-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.577805,32.910175
3105881,48-177867,2019-WTW-5149-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.520638,33.030361
3106839,48-176194,2019-WTW-9775-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.568604,32.890820
3107781,48-176008,2019-WTW-5115-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.560608,32.910275
3108264,48-178002,2019-WTW-5138-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.556107,33.019642
3106788,48-176191,2019-WTW-5178-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.537987,33.085884
3107818,48-176197,2019-WTW-5094-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.598412,32.890045
3109288,48-178240,2019-WTW-5142-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.549606,33.033524
3107737,48-176998,2019-WTW-9762-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.528130,33.028889
3106533,48-176367,2019-WTW-5106-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.556808,32.893852
3107240,48-176828,2019-WTW-5160-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.494270,33.031811
3109505,48-178221,2019-WTW-9767-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.504997,33.002205
3106158,48-176436,2019-WTW-5167-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.507095,33.054939
3109200,48-178559,2019-WTW-5144-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.541222,33.030743
3109467,48-178588,2019-WTW-5133-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.585381,33.004391
3106719,48-176372,2019-WTW-5166-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.512436,33.055363
3106397,48-176358,2019-WTW-5165-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.518127,33.052578
3109023,48-178563,2019-WTW-5141-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.554070,33.031841
3106381,48-175996,2019-WTW-5112-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.571159,32.915676
3107785,48-176369,2019-WTW-5089-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.599556,32.872185
3109922,48-178207,2019-WTW-5136-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.568405,33.007042
3109927,48-178600,2019-WTW-5151-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.538445,33.038532
3106355,48-176345,2019-WTW-5170-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.529816,33.059471
3107338,48-176903,2019-WTW-5156-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.510910,33.043736
3107221,48-178001,2019-WTW-9765-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.508728,33.012917
3110326,48-178633,2019-WTW-5150-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.543312,33.041176
3110364,48-178612,2019-WTW-5162-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.533676,33.044518
3106906,48-176179,2019-WTW-5183-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.540649,33.091263
3107735,48-176189,2019-WTW-9773-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.572357,32.889797
3108251,48-176244,2019-WTW-5175-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.520386,33.071487
3107779,48-177000,2019-WTW-5127-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.556198,32.992615
3106029,48-176649,2019-WTW-5169-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.498970,33.059303
3108520,48-176876,2019-WTW-5155-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.515640,33.038540
3109891,48-178210,2019-WTW-9763-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.517616,33.014641
3110159,48-178613,2019-WTW-5140-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.558319,33.032139
3106529,48-176954,2019-WTW-5154-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.523674,33.038712
3108182,48-176955,2019-WTW-5099-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.588104,32.895813
3106794,48-176346,2019-WTW-9771-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.581596,32.888031
3107183,48-176784,2019-WTW-5124-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.536621,32.988766
3105988,48-176198,2019-WTW-5177-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.544991,33.082012
3106941,48-176951,2019-WTW-5152-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.533592,33.036427
3049662,18-028032,2014-WTE-5338-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.337502,40.634941
3049692,18-027980,2014-WTE-5370-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.392807,40.653023
3049680,18-028058,2014-WTE-5358-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.366585,40.644733
3049653,18-028025,2014-WTE-5329-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.340141,40.626221
3049643,18-027995,2014-WTE-5319-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.391151,40.616604
3049664,18-028034,2014-WTE-5340-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.331146,40.634792
3049646,18-027907,2014-WTE-5322-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.387505,40.624302
3049672,18-028022,2014-WTE-5349-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.357956,40.638062
3049663,18-028033,2014-WTE-5339-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.336304,40.630211
3049652,18-028024,2014-WTE-5328-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.351883,40.625763
3049857,18-028121,2014-WTE-6483-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.395020,40.643536
3049645,18-027983,2014-WTE-5321-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.405968,40.623802
3049642,18-027994,2014-WTE-5318-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.397331,40.612591
3049659,18-027908,2014-WTE-5335-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.384605,40.628933
3049644,18-027996,2014-WTE-5320-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.377747,40.615753
3049656,18-028057,2014-WTE-5332-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.401924,40.630093
3049688,18-028054,2014-WTE-5366-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.329018,40.646584
3049661,18-028020,2014-WTE-5337-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.347626,40.630352
3049685,18-028036,2014-WTE-5363-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.338196,40.642361
3049671,18-028021,2014-WTE-5348-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.364357,40.637543
3052488,18-028002,2015-WTE-1263-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.372185,40.639122
3052489,18-028056,2015-WTE-1264-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.330612,40.654423
3049655,18-027988,2014-WTE-5331-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.408295,40.630741
3049678,18-028003,2014-WTE-5356-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.378258,40.643833
3052487,18-027993,2015-WTE-1262-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.410385,40.616611
3049673,18-028061,2014-WTE-5350-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.413292,40.644073
3049658,18-028117,2014-WTE-5334-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.388870,40.632862
3049668,18-028060,2014-WTE-5344-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.400787,40.636204
3049651,18-028023,2014-WTE-5327-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.356575,40.623741
3049639,18-027991,2014-WTE-5314-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.421127,40.611202
3049667,18-028059,2014-WTE-5343-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.406975,40.636101
3049677,18-028122,2014-WTE-5355-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.388802,40.646141
3049696,18-028055,2014-WTE-5375-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.336273,40.654373
3049686,18-028053,2014-WTE-5364-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.334442,40.645782
3049687,18-028037,2014-WTE-5365-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.330772,40.641792
3049654,18-027984,2014-WTE-5330-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.415108,40.629902
3049691,18-027922,2014-WTE-5369-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.405403,40.658951
3049675,18-028062,2014-WTE-5352-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.407257,40.648022
3049689,18-027920,2014-WTE-5367-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.414825,40.654613
3049641,18-027982,2014-WTE-5317-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.401451,40.617352
3049683,18-028028,2014-WTE-5361-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.348038,40.644691
3049684,18-028029,2014-WTE-5362-OE,,59547,IN,Benton County,18007,Amazon Wind Farm (Fowler Ridge),2015,65,149.5,Siemens,SWT-2.3-108,2300,80,108,9160.88,134.1,0,,3,3,1/18/2016,Digital Globe,-87.345055,40.640152
